,var_name,var_label,timepoint,subject,n_observed,data_source,gr_section,gr_qnumber,reporter,var_comp,questionnaire,questionnaire_ref,constructs,var_type,orig_file,n_total,n_missing,descriptives
1667,cbcl52_36m,,3 y,child,4942,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4955,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.1, '3rd Qu.': 0, 'Max.': 2}"
1668,cbcl53_36m,,3 y,child,4934,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4963,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.04, '3rd Qu.': 0, 'Max.': 2}"
1669,cbcl54_36m,,3 y,child,4929,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4968,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.28, '3rd Qu.': 0, 'Max.': 2}"
1670,cbcl55_36m,,3 y,child,4935,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4962,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.1, '3rd Qu.': 0, 'Max.': 2}"
1671,cbcl56_36m,,3 y,child,4925,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4972,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.12, '3rd Qu.': 0, 'Max.': 2}"
1672,cbcl57_36m,,3 y,child,4933,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4964,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.01, '3rd Qu.': 0, 'Max.': 2}"
1673,cbcl58_36m,,3 y,child,4913,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4984,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.24, '3rd Qu.': 0, 'Max.': 2}"
1674,cbcl59_36m,,3 y,child,4920,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4977,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.51, '3rd Qu.': 1, 'Max.': 2}"
1675,cbcl60_36m,,3 y,child,4927,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4970,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.16, '3rd Qu.': 0, 'Max.': 2}"
1676,cbcl61_36m,,3 y,child,4927,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4970,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.37, '3rd Qu.': 1, 'Max.': 2}"
1677,cbcl62_36m,,3 y,child,4942,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4955,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.06, '3rd Qu.': 0, 'Max.': 2}"
1678,cbcl63_36m,,3 y,child,4927,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4970,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.03, '3rd Qu.': 0, 'Max.': 2}"
1679,cbcl64_36m,,3 y,child,4928,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4969,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.42, '3rd Qu.': 1, 'Max.': 2}"
1680,cbcl65_36m,,3 y,child,4910,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4987,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.32, '3rd Qu.': 1, 'Max.': 2}"
1681,cbcl66_36m,,3 y,child,4928,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4969,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.3, '3rd Qu.': 1, 'Max.': 2}"
1682,cbcl67_36m,,3 y,child,4931,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4966,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.02, '3rd Qu.': 0, 'Max.': 2}"
1683,cbcl68_36m,,3 y,child,4932,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4965,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.12, '3rd Qu.': 0, 'Max.': 2}"
1684,cbcl69_36m,,3 y,child,4923,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4974,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.23, '3rd Qu.': 0, 'Max.': 2}"
1685,cbcl70_36m,,3 y,child,4935,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4962,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.03, '3rd Qu.': 0, 'Max.': 2}"
1686,cbcl71_36m,,3 y,child,4932,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4965,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.03, '3rd Qu.': 0, 'Max.': 2}"
1687,cbcl72_36m,,3 y,child,4907,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4990,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.14, '3rd Qu.': 0, 'Max.': 2}"
1688,cbcl73_36m,,3 y,child,4913,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4984,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.2, '3rd Qu.': 0, 'Max.': 2}"
1689,cbcl74_36m,,3 y,child,4931,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4966,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.16, '3rd Qu.': 0, 'Max.': 2}"
1690,cbcl75_36m,,3 y,child,4934,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4963,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.02, '3rd Qu.': 0, 'Max.': 2}"
1691,cbcl76_36m,,3 y,child,4929,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4968,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.12, '3rd Qu.': 0, 'Max.': 2}"
1692,cbcl77_36m,,3 y,child,4904,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4993,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.09, '3rd Qu.': 0, 'Max.': 2}"
1693,cbcl78_36m,,3 y,child,4938,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4959,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.12, '3rd Qu.': 0, 'Max.': 2}"
1694,cbcl79_36m,,3 y,child,4917,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4980,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.18, '3rd Qu.': 0, 'Max.': 2}"
1695,cbcl80_36m,,3 y,child,4934,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4963,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.04, '3rd Qu.': 0, 'Max.': 2}"
1696,cbcl81_36m,,3 y,child,4918,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4979,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.41, '3rd Qu.': 1, 'Max.': 2}"
1697,cbcl82_36m,,3 y,child,4921,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4976,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.15, '3rd Qu.': 0, 'Max.': 2}"
1698,cbcl83_36m,,3 y,child,4913,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4984,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.1, '3rd Qu.': 0, 'Max.': 2}"
1699,cbcl84_36m,,3 y,child,4931,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4966,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.18, '3rd Qu.': 0, 'Max.': 2}"
1700,cbcl85_36m,,3 y,child,4914,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4983,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.28, '3rd Qu.': 1, 'Max.': 2}"
1701,cbcl86_36m,,3 y,child,4925,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4972,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.14, '3rd Qu.': 0, 'Max.': 2}"
1702,cbcl87_36m,,3 y,child,4927,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4970,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.09, '3rd Qu.': 0, 'Max.': 2}"
1703,cbcl88_36m,,3 y,child,4906,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4991,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.36, '3rd Qu.': 1, 'Max.': 2}"
1704,cbcl89_36m,,3 y,child,4938,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4959,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.03, '3rd Qu.': 0, 'Max.': 2}"
1705,cbcl90_36m,,3 y,child,4935,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4962,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.02, '3rd Qu.': 0, 'Max.': 2}"
1706,cbcl91_36m,,3 y,child,4918,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4979,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.11, '3rd Qu.': 0, 'Max.': 2}"
1707,cbcl92_36m,,3 y,child,4916,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4981,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.14, '3rd Qu.': 0, 'Max.': 2}"
1708,cbcl93_36m,,3 y,child,4928,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4969,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.04, '3rd Qu.': 0, 'Max.': 2}"
1709,cbcl94_36m,,3 y,child,4929,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4968,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.28, '3rd Qu.': 0, 'Max.': 2}"
1710,cbcl95_36m,,3 y,child,4920,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4977,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.16, '3rd Qu.': 0, 'Max.': 2}"
1711,cbcl96_36m,,3 y,child,4931,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4966,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.58, '3rd Qu.': 1, 'Max.': 2}"
1712,cbcl97_36m,,3 y,child,4910,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4987,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.53, '3rd Qu.': 1, 'Max.': 2}"
1713,cbcl98_36m,,3 y,child,4934,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4963,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.07, '3rd Qu.': 0, 'Max.': 2}"
1714,cbcl99_36m,,3 y,child,4919,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4978,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.08, '3rd Qu.': 0, 'Max.': 2}"
1715,Nmisemo_36m,number of missings emotionally reactive_3 yrs_mother report,3 y,child,4986,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4911,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.11, '3rd Qu.': 0, 'Max.': 8}"
1716,Nmisanx_36m,number of missings anxious/depressed_3 yrs_mother report,3 y,child,4984,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4913,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.08, '3rd Qu.': 0, 'Max.': 7}"
1717,Nmissom_36m,number of missings somatic complaints_3 yrs_mother report,3 y,child,4988,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4909,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.1, '3rd Qu.': 0, 'Max.': 10}"
1718,Nmiswid_36m,number of missings withdrawn_3 yrs_mother report,3 y,child,4987,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4910,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.08, '3rd Qu.': 0, 'Max.': 7}"
1719,Nmissle_36m,number of missings sleep problems_3 yrs_mother report,3 y,child,4983,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4914,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.07, '3rd Qu.': 0, 'Max.': 6}"
1720,Nmisatt_36m,number of missings attention problems_3 yrs_mother report,3 y,child,4988,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4909,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.05, '3rd Qu.': 0, 'Max.': 4}"
1721,Nmisagg_36m,number of missings aggressive behavior_3 yrs_mother report,3 y,child,4988,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4909,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.22, '3rd Qu.': 0, 'Max.': 18}"
1722,Nmisoth_36m,number of missings other problems_3 yrs_mother report,3 y,child,4990,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4907,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.35, '3rd Qu.': 0, 'Max.': 31}"
1723,NmisDaff_36m,number of missings DSM affective problems_3 yrs_mother report,3 y,child,4985,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4912,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.09, '3rd Qu.': 0, 'Max.': 9}"
1724,NmisDanx_36m,number of missings DSM anxiety problems_3 yrs_mother report,3 y,child,4986,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4911,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.1, '3rd Qu.': 0, 'Max.': 9}"
1725,NmisDpdd_36m,number of missings DSM pervasive developmental problems_3 yrs_mother report,3 y,child,4991,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4906,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.15, '3rd Qu.': 0, 'Max.': 12}"
1726,NmisDadh_36m,number of missings DSM attention deficit/ hyperactivity problems_3 yrs_mother report,3 y,child,4987,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4910,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.05, '3rd Qu.': 0, 'Max.': 5}"
1727,NmisDodd_36m,number of missings DSM oppositional defiant problems_3 yrs_mother report,3 y,child,4982,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4915,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.08, '3rd Qu.': 0, 'Max.': 5}"
1728,Nmisint_36m,number of missings internalizing scale_3 yrs_mother report,3 y,child,4993,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4904,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.42, '3rd Qu.': 0, 'Max.': 35}"
1729,Nmisext_36m,number of missings externalizing scale_3 yrs_mother report,3 y,child,4990,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4907,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.28, '3rd Qu.': 0, 'Max.': 23}"
1730,Nmistot_36m,number of missings from the cbcl_3 yrs_mother report,3 y,child,4996,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4901,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 1.23, '3rd Qu.': 0, 'Max.': 98}"
1731,sum_emo_36m,weighted sumscore emotionally-reactive_3 yrs_mother report,3 y,child,4925,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4972,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 1.59, '3rd Qu.': 2, 'Max.': 14.62}"
1732,sum_anx_36m,weighted sumscore anxious-depressed_3 yrs_mother report,3 y,child,4939,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4958,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 1.02, '3rd Qu.': 1.14, 'Max.': 11}"
1733,sum_som_36m,weighted sumscore somatic complaints_3 yrs_mother report,3 y,child,4934,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4963,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 1.57, '3rd Qu.': 2, 'Max.': 16}"
1734,sum_wid_36m,weighted sumscore withdrawn_3 yrs_mother report,3 y,child,4924,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4973,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.9, '3rd Qu.': 1, 'Max.': 16}"
1735,sum_sle_36m,weighted sumscore sleep problems_3 yrs_mother report,3 y,child,4932,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4965,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 1.92, '3rd Qu.': 3, 'Max.': 14}"
1736,sum_att_36m,weighted sumscore attention problems_3 yrs_mother report,3 y,child,4931,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4966,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 1.42, '3rd Qu.': 2, 'Max.': 10}"
1737,sum_agg_36m,weighted sumscore aggressive behaviour_3 yrs_mother report,3 y,child,4919,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4978,"{'Min.': 0, '1st Qu.': 3, 'Median': 6, 'Mean': 6.91, '3rd Qu.': 10, 'Max.': 33}"
1738,sum_oth_36m,weighted sumscore other_3 yrs_mother report,3 y,child,4934,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4963,"{'Min.': 0, '1st Qu.': 2, 'Median': 4.07, 'Mean': 5.46, '3rd Qu.': 7.23, 'Max.': 46.45}"
1739,sumD_aff_36m,weighted sumscore DSM affective problems_3 yrs_mother report,3 y,child,4938,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4959,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 1.43, '3rd Qu.': 2, 'Max.': 15}"
1740,sumD_anx_36m,weighted sumscore DSM anxiety problems_3 yrs_mother report,3 y,child,4936,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4961,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 1.88, '3rd Qu.': 3, 'Max.': 16}"
1741,sumD_pdd_36m,weighted sumscore DSM pervasive developmental problems_3 yrs_mother report,3 y,child,4922,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4975,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 2.02, '3rd Qu.': 3, 'Max.': 23.83}"
1742,sumD_adh_36m,weighted sumscore DSM attention deficit/ hyperactivity problems_3 yrs_mother report,3 y,child,4928,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4969,"{'Min.': 0, '1st Qu.': 1, 'Median': 3, 'Mean': 2.97, '3rd Qu.': 4, 'Max.': 12}"
1743,sumD_odd_36m,weighted sumscore DSM oppositional defiant problems_3 yrs_mother report,3 y,child,4896,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5001,"{'Min.': 0, '1st Qu.': 1, 'Median': 3, 'Mean': 2.86, '3rd Qu.': 4, 'Max.': 12}"
1744,sum_int_36m,weighted sumscore internalizing scale_3 yrs_mother report,3 y,child,4926,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4971,"{'Min.': 0, '1st Qu.': 2, 'Median': 4, 'Mean': 5.07, '3rd Qu.': 7, 'Max.': 55.64}"
1745,sum_ext_36m,weighted sumscore externalizing scale_3 yrs_mother report,3 y,child,4929,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4968,"{'Min.': 0, '1st Qu.': 4, 'Median': 7, 'Mean': 8.33, '3rd Qu.': 12, 'Max.': 42}"
1746,cbcl_sum_36m,weighted sumscore total problems_3 yrs_mother report,3 y,child,4928,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4969,"{'Min.': 0, '1st Qu.': 10, 'Median': 18, 'Mean': 20.76, '3rd Qu.': 28, 'Max.': 146.9}"
1747,emo80c_36m,emotionally-reactive dichotomized 80e percentiel (cohort)_3 yrs_mother report,3 y,child,9896,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,1,"{'Min.': 0, '1st Qu.': 0, 'Median': 999, 'Mean': 501.9, '3rd Qu.': 999, 'Max.': 999}"
1748,anx80c_36m,weighted anxious-depressed dichotomized 80e percentiel (cohort)_3 yrs_mother report,3 y,child,9896,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,1,"{'Min.': 0, '1st Qu.': 0, 'Median': 999, 'Mean': 500.5, '3rd Qu.': 999, 'Max.': 999}"
1749,som80c_36m,weighted somatic complaints dichotomized 80e percentiel (cohort)_3 yrs_mother report,3 y,child,9896,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,1,"{'Min.': 0, '1st Qu.': 0, 'Median': 999, 'Mean': 501, '3rd Qu.': 999, 'Max.': 999}"
1750,wid80c_36m,weighted withdrawn dichotomized 80e percentiel (cohort)_3 yrs_mother report,3 y,child,9896,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,1,"{'Min.': 0, '1st Qu.': 0, 'Median': 999, 'Mean': 502, '3rd Qu.': 999, 'Max.': 999}"
1751,sle80c_36m,weighted sleep problems dichotomized 80e_3 yrs_mother report,3 y,child,9896,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,1,"{'Min.': 0, '1st Qu.': 0, 'Median': 999, 'Mean': 501.3, '3rd Qu.': 999, 'Max.': 999}"
1752,att80c_36m,weighted attention problems dichotomized 80e percentiel (cohort)_3 yrs_mother report,3 y,child,9896,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,1,"{'Min.': 0, '1st Qu.': 0, 'Median': 999, 'Mean': 501.3, '3rd Qu.': 999, 'Max.': 999}"
1753,agg80c_36m,weighted aggressive behaviour dichotomized 80e percentiel (cohort)_3 yrs_mother report,3 y,child,9896,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,1,"{'Min.': 0, '1st Qu.': 0, 'Median': 999, 'Mean': 502.5, '3rd Qu.': 999, 'Max.': 999}"
1754,oth80c_36m,weighted other problems dichotomized 80e percentiel (cohort)_3 yrs_mother report,3 y,child,9896,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,1,"{'Min.': 0, '1st Qu.': 0, 'Median': 999, 'Mean': 501, '3rd Qu.': 999, 'Max.': 999}"
1755,affD80c_36m,weighted DSM affective disorder dichotomized 80e percentiel (cohort)_3 yrs_mother report,3 y,child,9896,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,1,"{'Min.': 0, '1st Qu.': 0, 'Median': 999, 'Mean': 500.7, '3rd Qu.': 999, 'Max.': 999}"
1756,anxD80c_36m,weighted DSM anxiety disorder dichotomized 80e percentiel (cohort)_3 yrs_mother report,3 y,child,9896,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,1,"{'Min.': 0, '1st Qu.': 0, 'Median': 999, 'Mean': 500.8, '3rd Qu.': 999, 'Max.': 999}"
